variant,seed,score_base_start,alpha,threshold,alloc,gap_min,gap_max,ret_pct,dd_pct,trades
mlp_h96_e460_gt15,504,2024-07-01,16,0.58,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.6,0.998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.6,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.64,0.998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.64,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,14,0.58,0.998,-0.001,0.0255,-74.66960175999996,76.8611456340217,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.58,0.998,-0.0005,0.0265,-73.59928172999996,75.883427910656,54
mlp_h96_e460_gt15,504,2025-01-01,14,0.58,0.9998,-0.001,0.0255,-74.89663213999998,77.06853372360875,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,-74.15631210999997,76.39226494977889,54
mlp_h96_e460_gt15,504,2025-01-01,14,0.6,0.998,-0.001,0.0255,-74.66960175999996,76.8611456340217,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.6,0.998,-0.0005,0.0265,-73.59928172999996,75.883427910656,54
mlp_h96_e460_gt15,504,2025-01-01,14,0.6,0.9998,-0.001,0.0255,-74.89663213999998,77.06853372360875,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,-74.15631210999997,76.39226494977889,54
mlp_h96_e460_gt15,504,2025-01-01,14,0.64,0.998,-0.001,0.0255,-74.66960175999996,76.8611456340217,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.64,0.998,-0.0005,0.0265,-73.59928172999996,75.883427910656,54
mlp_h96_e460_gt15,504,2025-01-01,14,0.64,0.9998,-0.001,0.0255,-74.89663213999998,77.06853372360875,53
mlp_h96_e460_gt15,504,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,-74.15631210999997,76.39226494977889,54
mlp_h96_e460_gt15,504,2025-01-01,15,0.58,0.998,-0.001,0.0255,-64.50802853999998,69.23029811173515,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.58,0.998,-0.0005,0.0265,-68.54961716999995,72.53885934264461,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.58,0.9998,-0.001,0.0255,-64.91505891999998,69.56557363445863,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,-65.21664754999998,72.24383251633859,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.6,0.998,-0.001,0.0255,-64.50802853999998,69.23029811173515,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.6,0.998,-0.0005,0.0265,-68.54961716999995,72.53885934264461,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.6,0.9998,-0.001,0.0255,-64.91505891999998,69.56557363445863,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,-65.21664754999998,72.24383251633859,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.64,0.998,-0.001,0.0255,-64.50802853999998,69.23029811173515,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.64,0.998,-0.0005,0.0265,-68.54961716999995,72.53885934264461,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.64,0.9998,-0.001,0.0255,-64.91505891999998,69.56557363445863,56
mlp_h96_e460_gt15,504,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,-65.21664754999998,72.24383251633859,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.58,0.998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.58,0.998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.6,0.998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.6,0.998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.64,0.998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.64,0.998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-71.60379176,80.43581232915406,56
mlp_h96_e460_gt15,504,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,-70.78085858999998,80.39038575168938,56
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.58,0.998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.58,0.998,-0.0005,0.0265,-9.829361900000045,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.58,0.9998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,-7.319361900000043,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.6,0.998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.6,0.998,-0.0005,0.0265,-9.829361900000045,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.6,0.9998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-7.319361900000043,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.64,0.998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-9.829361900000045,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.64,0.9998,-0.001,0.0255,-6.269361900000037,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-7.319361900000043,50.206002758620706,53
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.58,0.998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.58,0.998,-0.0005,0.0265,-10.447481680000015,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.58,0.9998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,-11.187481680000023,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.6,0.998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.6,0.998,-0.0005,0.0265,-10.447481680000015,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.6,0.9998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,-11.187481680000023,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.64,0.998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.64,0.998,-0.0005,0.0265,-10.447481680000015,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.64,0.9998,-0.001,0.0255,-7.397481680000018,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,-11.187481680000023,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.58,0.998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.58,0.998,-0.0005,0.0265,-22.876311280000007,50.281599252273764,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.58,0.9998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-21.40631128000001,49.03263073682829,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.6,0.998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-22.876311280000007,50.281599252273764,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.6,0.9998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-21.40631128000001,49.03263073682829,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.64,0.998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-22.876311280000007,50.281599252273764,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.64,0.9998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-21.40631128000001,49.03263073682829,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.58,0.998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.58,0.998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.58,0.9998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.6,0.998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.6,0.998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.6,0.9998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.64,0.998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.64,0.998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.64,0.9998,-0.001,0.0255,38.83116748999993,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,35.92116748999994,40.26630194444201,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.58,0.998,-0.001,0.0255,-11.027481680000017,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.58,0.998,-0.0005,0.0265,-11.767481680000014,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.58,0.9998,-0.001,0.0255,-11.027481680000017,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,-11.577481680000023,48.20939261597519,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.6,0.998,-0.001,0.0255,4.852518320000021,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.6,0.998,-0.0005,0.0265,3.6725183200000178,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.6,0.9998,-0.001,0.0255,4.852518320000021,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,3.6725183200000178,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.64,0.998,-0.001,0.0255,4.852518320000021,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.64,0.998,-0.0005,0.0265,3.6725183200000178,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.64,0.9998,-0.001,0.0255,4.852518320000021,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,3.6725183200000178,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.58,0.998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.58,0.998,-0.0005,0.0265,-22.876311280000007,50.281599252273764,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,-21.40631128000001,49.03263073682829,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.6,0.998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.6,0.998,-0.0005,0.0265,-22.876311280000007,50.281599252273764,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-28.226311280000004,52.428263888195694,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,-21.40631128000001,49.03263073682829,52
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.64,0.998,-0.001,0.0255,-12.266311280000043,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.64,0.998,-0.0005,0.0265,-10.296311280000047,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-12.266311280000043,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,352,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,-10.296311280000047,48.20939261597519,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.58,0.998,-0.001,0.0255,-1.1518610400000018,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.58,0.998,-0.0005,0.0265,-55.85641769999998,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.58,0.9998,-0.001,0.0255,8.472661839999995,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,-55.59641769999999,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.6,0.998,-0.001,0.0255,-1.1518610400000018,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.6,0.998,-0.0005,0.0265,-55.85641769999998,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.6,0.9998,-0.001,0.0255,8.472661839999995,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,-55.59641769999999,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.64,0.998,-0.001,0.0255,-1.1518610400000018,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.64,0.998,-0.0005,0.0265,-55.85641769999998,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.64,0.9998,-0.001,0.0255,8.472661839999995,52.60219799999999,55
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,-55.59641769999999,76.3564177,51
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.58,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.58,0.998,-0.0005,0.0265,-54.99383102999998,73.53383103,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.58,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,-55.43383102999999,73.97383102999999,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.6,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.6,0.998,-0.0005,0.0265,-54.99383102999998,73.53383103,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.6,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.6,0.9998,-0.0005,0.0265,-55.43383102999999,73.97383102999999,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.64,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.64,0.998,-0.0005,0.0265,-54.99383102999998,73.53383103,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.64,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,15,0.64,0.9998,-0.0005,0.0265,-55.43383102999999,73.97383102999999,54
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.58,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.58,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.58,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.58,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.6,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.6,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.6,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.6,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.64,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.64,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.64,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2024-07-01,16,0.64,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.58,0.998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.58,0.998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.58,0.9998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.58,0.9998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.6,0.998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.6,0.998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.6,0.9998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.6,0.9998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.64,0.998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.64,0.998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.64,0.9998,-0.001,0.0255,16.79663776999998,45.67822206999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,14,0.64,0.9998,-0.0005,0.0265,-50.44641769999998,73.77641769999998,52
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.58,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.58,0.998,-0.0005,0.0265,-55.44383102999999,73.53383103,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.58,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.58,0.9998,-0.0005,0.0265,-55.88383102999999,73.97383102999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.6,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.6,0.998,-0.0005,0.0265,-55.44383102999999,73.53383103,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.6,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.6,0.9998,-0.0005,0.0265,-55.88383102999999,73.97383102999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.64,0.998,-0.001,0.0255,-18.180673680000005,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.64,0.998,-0.0005,0.0265,-55.44383102999999,73.53383103,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.64,0.9998,-0.001,0.0255,-18.520673679999998,52.286257599999985,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,15,0.64,0.9998,-0.0005,0.0265,-55.88383102999999,73.97383102999999,55
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.58,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.58,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.58,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.58,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.6,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.6,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.6,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.6,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.64,0.998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.64,0.998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.64,0.9998,-0.001,0.0255,-7.157420130000025,50.859114311860495,56
mlp_h88_e500_gt1_wd2e4,392,2025-01-01,16,0.64,0.9998,-0.0005,0.0265,-41.758969490000005,66.20247462770075,56
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.58,0.998,-0.001,0.0255,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.58,0.998,-0.0005,0.0265,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.58,0.9998,-0.001,0.0255,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.58,0.9998,-0.0005,0.0265,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.6,0.998,-0.001,0.0255,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.6,0.998,-0.0005,0.0265,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.6,0.9998,-0.001,0.0255,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.6,0.9998,-0.0005,0.0265,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.64,0.998,-0.001,0.0255,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.64,0.998,-0.0005,0.0265,2714.328313499122,15.970330460477403,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.64,0.9998,-0.001,0.0255,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,14,0.64,0.9998,-0.0005,0.0265,2715.905983499122,16.01910595150687,66
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,15,0.58,0.998,-0.001,0.0255,2007.9470722051776,40.95530196254833,62
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,15,0.58,0.998,-0.0005,0.0265,2007.9470722051776,40.95530196254833,62
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,15,0.58,0.9998,-0.001,0.0255,2013.4805822307196,40.8994944316903,62
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,15,0.58,0.9998,-0.0005,0.0265,2013.4805822307196,40.8994944316903,62
mlp_h88_e500_gt1_wd2e4,440,2024-07-01,15,0.6,0.998,-0.001,0.0255,2007.9470722051776,40.95530196254833,62
